3.108159	-2.423695	0	0	0
4.127229	-2.434911	0	0	0
5.171109	-2.446447	0	0	0
6.20899	    -2.457928	0	0	0
7.222869	-2.469187	0	0	0
8.242854	-2.480535	0	0	0
9.277086	-2.492088	0	0	0
10.32041	-2.503786	0	0	0
11.372827	-2.515628	0	0	0
12.387477	-2.527121	0	0	0
13.393466	-2.538548	0	0	0
14.406489	-2.550163	0	0	0
15.421361	-2.56187	0	0	0
16.438079	-2.573669	0	0	0
17.477562	-2.585949	0	0	0
18.517732	-2.598304	0	0	0
19.560646	-2.610957	0	0	0
20.622975	-2.624047	0	0	0
21.242461	-2.690942	0	0	0
22.266379	-2.822053	0	0	0
23.323602	-2.957322	0	0	0
24.356597	-3.089528	0	0	0
25.365362	-3.218673	0	0	0
26.412672	-3.352943	0	0	0
27.440239	-3.484894	0	0	0
28.448065	-3.614527	0	0	0
